SecretID,SecretName,UnlockName,Type,Korean,bul,cs_cz,de,el_gr,en_us,fr,it,ja_jp,nl_nl,pl,pt,pt_br,ro_ro,ru,spa,tr_tr,uk_ua,vi,zh_cn,UnlockedFlag
403,Bound Baby,Bound Baby,Other,랜덤 패밀리어,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,Bound Baby,1
404,Bethany,Bethany,Character,베서니,Bethany,{{SoulHeart}} Použij Duševní srdce k nabití aktivního předmětu#Duševní srdce nelze použít jako zdraví,Bethany,Bethany,Bethany,Béthanie,Bethany,青／黒ハートを体力へ 追加できない代わりに、 アクティブアイテムの チャージとして使用できる,Bethany,Betania,Bethany,Bethany,{{SoulHeart}} Use Soul Hearts to charge your active item#Can't use Soul Hearts as health,Bethany,{{SoulHeart}} Utiliza los corazones de alma para cargar tu objeto activo#No puede tener Corazones de Alma,Bethany,Bethany,{{SoulHeart}} Dùng Trái tim hồn để nạp vật phẩm hoạt động#Không thể dùng Trái tim hồn làm máu,Bethany,1
405,Jacob and Esau,Jacob and Esau,Character,야곱과 에사우,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,Jacob and Esau,1
406,The Planetarium,Planetarium,Other,행성방 등장,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,Planetarium,1
407,A Secret Exit,Downpour,Map,,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,Downpour,1
408,Forgotten Lullaby,Forgotten Lullaby,Trinket,잊혀진 자장가,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,Forgotten Lullaby,1
409,Fruity Plum,Fruity Plum,Item,탱탱한 플럼,Fruity Plum,Švestička,Fruchtiger Plum,Fruity Plum,Fruity Plum,P'tite Prunelle,Plum Fruttato,フルーティ プラム,Fruity Plum,Owocowy Plum,Fruity Plum,Fruity Plum,Prune Fructate,Фруктовый малыш,Ciruela afrutada,Meyvalı Erik,Мала Слива,Fruity Plum,甜甜糖梅宝,1
410,Plum Flute,Plum Flute,Item,플럼 피리,Plum Flute,Švestkova Flétna,Plum-Flöte,Plum Flute,Plum Flute,Flute Prunelle,Flauto Plum,プラムのふえ,Plum Flute,Flet Plum,Plum Flute,Plum Flute,Fluierul lui Plum,Сливовая флейта,Flauta ciruela,Erik Flütü,Сливова флейта,Plum Flute,糖梅溜溜笛,1
411,Rotten Heart,Rotten Heart,Pickup,썩은 하트,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,Rotten Heart,1
412,Dross,Dross,Map,,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,Dross,1
413,Ashpit,Ashpit,Map,,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,Ashpit,1
414,Gehenna,Gehenna,Map,,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,Gehenna,1
415,Red Key,Red Key,Item,붉은 열쇠,Red Key,Červený Klíč,Roter Schlüssel,Red Key,Red Key,Clé Rouge,Chiave Rossa,レッド キー,Red Key,Czerwony Klucz,Red Key,Red Key,Cheie Roșie,Красный ключ,Llave roja,Kırmızı Anahtar,Червоний ключ,Red Key,红钥匙,1
416,Wisp Baby,Wisp Baby,Other,랜덤 패밀리어,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,Wisp Baby,1
417,Book of Virtues,Book of Virtues,Item,미덕의 책,Book of Virtues,Kniha Ctností,Buch der Tugenden,Book of Virtues,Book of Virtues,Livre des Vertus,Libro delle Virtù,美徳の書,Book of Virtues,Księga płomyków,Book of Virtues,Book of Virtues,Cartea Virtuților,Книга добродетелей,El libro de las virtudes,Erdem Kitabı,Книга Чеснот,Book of Virtues,美德之书,1
418,Urn of Souls,Urn of Souls,Item,영혼의 항아리,Urn of Souls,Urna duší,Urne Der Seelen,Urn of Souls,Urn of Souls,Urne des Âmes,Urna di Anime,魂の壺,Urn of Souls,Urna dusz,Urn of Souls,Urn of Souls,Urna Sufletelor,Урна душ,Urna de almas,Ruh Vazosu,Урна душ,Urn of Souls,灵魂之瓮,1
419,Blessed Penny,Blessed Penny,Trinket,축복받은 동전,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,Blessed Penny,1
420,Alabaster Box,Alabaster Box,Item,석고 옥합,Alabaster Box,Alabastrová krabička,Alabaster-Box,Alabaster Box,Alabaster Box,Boîte d'Albâtre,Scatola di Alabastro,アラバスタ ボックス,Alabaster Box,Alabasterowe pudełko,Alabaster Box,Alabaster Box,Cutie de Alabastru,Алебастровая шкатулка,Caja de alabastro,Mermer Sandık,Алебастрова скринька,Alabaster Box,白玉香膏盒,1
421,Beth's Faith,Beth's Faith,Trinket,베다니의 축복,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,Beth's Faith,1
422,Soul Locket,Soul Locket,Item,영혼 로켓,Soul Locket,Duševní Medailónek,Seelenamulett,Soul Locket,Soul Locket,Pendentif des Âmes,Ciondolo Celeste,ソウル ロケット,Soul Locket,Medalik Duszy,Soul Locket,Soul Locket,Medalion Suflet,Медальон души,Relicario del Alma,Ruh Kolyesi,Медальйон душі,Soul Locket,灵魂吊坠,1
423,Divine Intervention,Divine Intervention,Item,신의 개입,Divine Intervention,Boží Zásah,Göttliche Intervention,Divine Intervention,Divine Intervention,Intervention Divine,Intervento Divino,神々の介入,Divine Intervention,Boska Ingerencja,Divine Intervention,Divine Intervention,Intervenție Divină,Божественное вмешательство,Intervención divina,İlahi Müdahale,Божественне втручання,Divine Intervention,神圣干预,1
424,Vade Retro,Vade Retro,Item,사탄아 물렀거라,Vade Retro,Ustup,Vade Retro,Vade Retro,Vade Retro,Vade Retro,Vade Retro,ヴァデ レトロ,Vade Retro,Vade Retro,Vade Retro,Vade Retro,Vade Retro,Возвратися воспять,Vade Retro,Vade Retro,Повернись!,Vade Retro,驱魔护符,1
425,Star of Bethlehem,Star of Bethlehem,Item,베들레헴의 별,Star of Bethlehem,Betlémská Hvězda,Stern von Bethlehem,Star of Bethlehem,Star of Bethlehem,Star of Bethlehem,Stella di Betlemme,ベツレヘムの星,Star of Bethlehem,Gwiazda Betlejemska,Star of Bethlehem,Star of Bethlehem,Steaua din Betleem,Вифлеемская звезда,Estrella de Belén,Bethlehem Yıldızı,Вифлеємська зірка,Star of Bethlehem,伯列恒之星,1
426,Hope Baby,Hope Baby,Other,랜덤 패밀리어,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,Hope Baby,1
427,Glowing Baby,Glowing Baby,Other,랜덤 패밀리어,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,Glowing Baby,1
428,Double Baby,Double Baby,Other,랜덤 패밀리어,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,Double Baby,1
429,The Stairway,The Stairway,Item,천국의 계단,The Stairway,Schodiště,Die Treppe,The Stairway,The Stairway,Échelle Vers les Cieux,La Scalinata,天国への階段,The Stairway,Przejście,The Stairway,The Stairway,Scara,Лестница,La escalerilla,Merdiven,Сходи,The Stairway,天堂阶梯,1
430,Red Stew,Red Stew,Item,붉은 스튜,Red Stew,Červený Guláš,Roter Eintopf,Red Stew,Red Stew,Potage de Lentilles,Stufato Rosso,レッド シチュー,Red Stew,Czerwony gulasz,Red Stew,Red Stew,Tocană Roșie,Красная похлёбка,Guisado Rojo,Kırmızı Çorba,Червоне рагу,Red Stew,红豆汤,1
431,Birthright,Birthright,Item,생득권,Birthright,Prvorozenství,Geburtsrecht,Birthright,Birthright,Droit d'Aînesse,Primogenitura,バースライト,Birthright,Prawo Urodzenia,Birthright,Birthright,Drept Ereditar,Право первородства,Primogenitura,Kan Hakkı,Право первородства,Birthright,长子名分,1
432,Damocles,Damocles,Item,다모클레스,Damocles,Damoklův Meč,Damokles,Damocles,Damocles,Damoclès,Damocle,ダモクレス,Damocles,Damocles,Damocles,Damocles,Damocles,Дамокл,Damocles,Demokles,Дамокл,Damocles,达摩克里斯之剑,1
433,Rock Bottom,Rock Bottom,Item,밑바닥,Rock Bottom,Samé Dno,Grundgestein,Rock Bottom,Rock Bottom,Au Fond du Trou,Caduto in Basso,どん底,Rock Bottom,Kamień z dna,Rock Bottom,Rock Bottom,La Pământ,Каменное дно,Fondo rocoso,Dibin Dibi,Кам'яне дно,Rock Bottom,谷底石,1
434,Inner Child,Inner Child,Item,내면의 아이,Inner Child,Vnitřní Dítě,Inneres Kind,Inner Child,Inner Child,Enfant Intérieur,Fanciullo Interiore,インナー チャイルド,Inner Child,Wewnętrzne dziecko,Inner Child,Inner Child,Copilul Interior,Внутренний ребёнок,Niño Interior,İçindeki Çocuk,Внутрішня дитина,Inner Child,内在孩童,1
435,Vanishing Twin,Vanishing Twin,Item,사라진 쌍둥이,Vanishing Twin,Mizející Dvojče,Verschwindender Zwilling,Vanishing Twin,Vanishing Twin,Jumeau Évanescent,Gemello Evanescente,バニッシング ツイン,Vanishing Twin,Zanikający bliźniak,Vanishing Twin,Vanishing Twin,Geamănul Dispărut,Исчезающий близнец,Gemelo Desvaneciente,Kaybolan İkiz,Зникаючий близнюк,Vanishing Twin,消失的胞胎,1
436,Genesis,Genesis,Item,창세기,Genesis,Genesis,Genesis,Genesis,Genesis,Genèse,Genesi,ジェネシス,Genesis,Geneza,Genesis,Genesis,Geneză,Генезис,Génesis,Yaratılış,Генезис,Genesis,创世记,1
437,Suplex!,Suplex!,Item,수플렉스!,Suplex!,Suplex!,Suplex!,Suplex!,Suplex!,Suplex !,Suplex!,スープレックス！,Suplex!,Suplex!,Suplex!,Suplex!,Suplex!,Суплекс!,¡Suplex!,Suplex!,Суплекс!,Suplex!,背摔！,1
438,Solomon's Baby,Solomon's Baby,Other,랜덤 패밀리어,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,Solomon's Baby,1
439,Illusion Baby,Illusion Baby,Other,랜덤 패밀리어,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,Illusion Baby,1
440,Meat Cleaver,Meat Cleaver,Item,고기 도축칼,Meat Cleaver,Sekáček Na Maso,Fleischermesser,Meat Cleaver,Meat Cleaver,Couteau de Boucher,Mannaia,ブッチャーナイフ,Meat Cleaver,Tasak do Mięsa,Meat Cleaver,Meat Cleaver,Satâr de Carne,Мясной тесак,Cuchillo de carnicero,Et Satırı,Тесак м'ясника,Meat Cleaver,切肉刀,1
441,Options?,Options?,Item,선택권?,Options?,Možnosti?,Optionen?,Options?,Options?,Plus d'Options ?,Alternative?,オプション？,Options?,Opcje?,Options?,Options?,Opțiuni?,Выбор?,¿Opciones?,Seçenekler?,Варіанти?,Options?,选择？,1
442,Yuck Heart,Yuck Heart,Item,역겨운 하트,Yuck Heart,Fuj Srdce,Ekelherz,Yuck Heart,Yuck Heart,Cœur Moisi,Cuore Schifoso,ヤック ハート,Yuck Heart,Zgniłe serce,Yuck Heart,Yuck Heart,Inimă Dezgustătoare,Фу-сердце,Corazón asqueroso,İğrenç Kalp,Гидотне серце,Yuck Heart,难吃的心,1
443,Candy Heart,Candy Heart,Item,캔디 하트,Candy Heart,Cukrové Srdce,Bonbonherz,Candy Heart,Candy Heart,Cœur Confit,Dolce Cuore,キャンディハート,Candy Heart,Cukrowe serduszko,Candy Heart,Candy Heart,Inimă Bomboană,Конфетное сердце,Corazón de Caramelo,Şeker Kalp,Цукеркове серце,Candy Heart,糖心,1
444,Guppy's Eye,Guppy's Eye,Item,구피의 눈,Guppy's Eye,Guppyho Oko,Guppys Auge,Guppy's Eye,Guppy's Eye,Œil de Guppy,Occhio di Guppy,ガッピーの目,Guppy's Eye,Oko Guppyego,Guppy's Eye,Guppy's Eye,Ochiul lui Guppy,Глаз Гаппи,El ojo de Guppy,Şerbet'in Gözü,Око Гаппі,Guppy's Eye,嗝屁猫的眼睛,1
445,A Pound of Flesh,A Pound of Flesh,Item,살점 한 덩이,A Pound of Flesh,Kilo masa,Ein Pfund Fleisch,A Pound of Flesh,A Pound of Flesh,Une Livre de Chair,Un Etto di Carne,１ポンドの肉,A Pound of Flesh,Porcja mięsa,A Pound of Flesh,A Pound of Flesh,Un Kg de Carne,Фунт плоти,Una Libra de Carne,Kilo ile Et,Фунт м'яса,A Pound of Flesh,一磅肉,1
446,Akeldama,Akeldama,Item,아겔다마,Akeldama,Akeldama,Blutacker,Akeldama,Akeldama,Haqeldemah,Akeldama,アケルダマ,Akeldama,Akeldama,Akeldama,Akeldama,Acheldama,Акелдама,Aceldama,Akeldama,Акелдама,Akeldama,血田,1
447,Redemption,Redemption,Item,회개,Redemption,Vykoupení,Erlösung,Redemption,Redemption,Rédemption,Redenzione,リデンプション,Redemption,Odkupienie,Redemption,Redemption,Mântuire,Искупление,Redención,Kefaret,Спокута,Redemption,赎罪,1
448,Eternal D6,Eternal D6,Item,이터널 주사위,Eternal D6,Věčná D6,Ewiges D6,Eternal D6,Eternal D6,D6 Éternel,D6 Eterno,エターナルＤ６,Eternal D6,Wieczne D6,Eternal D6,Eternal D6,D6 Etern,Вечный D6,D6 Eterno,Ebedi D6,Вічний D6,Eternal D6,永恒六面骰,1
449,Montezuma's Revenge,Montezuma's Revenge,Item,몬테주마의 복수,Montezuma's Revenge,Montezumova Pomsta,Montezumas Rache,Montezuma's Revenge,Montezuma's Revenge,Tourista,Vendetta di Montezuma,モンテズマズ リベンジ,Montezuma's Revenge,Zemsta Montezumy,Montezuma's Revenge,Montezuma's Revenge,Răzbunarea lui Montezuma,Месть Монтесумы,Venganza de Montezuma,Montezuma'nın İntikamı,Помста Монтезуми,Montezuma's Revenge,水土不服症,1
450,Bird Cage,Bird Cage,Item,새장,Bird Cage,Ptačí Klec,Vogelkäfig,Bird Cage,Bird Cage,Gros Piaf,Gabbia per Uccelli,バードケージ,Bird Cage,Klatka dla ptaków,Bird Cage,Bird Cage,Colivie pentru Păsări,Птичья клетка,Pecho de Ave,Kuş Kafesi,Пташина клітка,Bird Cage,鸟肥笼,1
451,Cracked Orb,Cracked Orb,Item,깨진 오브,Cracked Orb,Popraskaný Orb,Rissige Kugel,Cracked Orb,Cracked Orb,Orbe Fêlé,Sfera Incrinata,ひび割れたオーブ,Cracked Orb,Popękana kula,Cracked Orb,Cracked Orb,Sferă Spartă,Треснувший шар,Orbe Roto,Kırık Küre ,Розбита куля,Cracked Orb,碎裂的宝珠,1
452,Bloody Gust,Bloody Gust,Item,피의 돌풍,Bloody Gust,Krvavý Závan,Blutiger Windstoß,Bloody Gust,Bloody Gust,Souffle de Sang,Soffio Furente,血まみれの突風,Bloody Gust,Krwawy zryw,Bloody Gust,Bloody Gust,Rafală Sângeroasă,Кровавый порыв,Ráfaga de Sangre,Kanlı Rüzgar,Кривавий порив,Bloody Gust,嗜血腥风,1
453,Empty Heart,Empty Heart,Item,비어있는 심장,Empty Heart,Prázdné Srdce,Leeres Herz,Empty Heart,Empty Heart,Cœur Vide,Cuore Vuoto,エンプティ ハート,Empty Heart,Puste serce,Empty Heart,Empty Heart,Inimă Goală,Пустое сердце,Corazón Vacío,Boş Kalp,Порожнє серце,Empty Heart,空虚之心,1
454,Devil's Crown,Devil's Crown,Trinket,악마의 왕관,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,Devil's Crown,1
455,Lil Abaddon,Lil Abaddon,Item,꼬마 아바돈,Lil Abaddon,Malej Abaddón,Lil Abaddon,Lil Abaddon,Lil Abaddon,P'tit Abaddon,Mini Abbadon,リトル アバドン,Lil Abaddon,Lil Abaddon,Lil Abaddon,Lil Abaddon,Micul Abaddon,Малютка Абаддон,Mini Abadón,Minik Abaddon,Крихітний Абаддон,Lil Abaddon,亚巴顿宝宝,1
456,Tinytoma,Tinytoma,Item,타이니토마,Tinytoma,Malý Teratom,Tinytoma,Tinytoma,Tinytoma,P'tit Tératome,Minitoma,タイニートーマ,Tinytoma,Minitoma,Tinytoma,Tinytoma,Minitoma,Минитома,Minitoma,Tinytoma,Мінітома,Tinytoma,小畸胎瘤,1
457,Astral Projection,Astral Projection,Item,유체이탈,Astral Projection,Astrální Projekce,Astrale Projektion,Astral Projection,Astral Projection,Projection Astrale,Proiezione Astrale,アストラル プロジェクション,Astral Projection,Astralna Projekcja,Astral Projection,Astral Projection,Proiecție Astrală,Астральная проекция,Proyección Astral,Astral Projeksiyon,Астральна проекція,Astral Projection,灵魂出窍,1
458,'M,'M,Trinket,,'M,'M,'M,'M,'M,'M,'M,'M,'M,'M,'M,'M,'M,'M,'M,'M,'M,'M,'M,1
459,Everything Jar,Everything Jar,Item,모든 게 담긴 병,Everything Jar,Sklenice Všeho Možného,Allesglas,Everything Jar,Everything Jar,Bocal de N'Importe Quoi,Giara Universale,エブリシング ジャー,Everything Jar,Wszystkosłój,Everything Jar,Everything Jar,Borcan cu de Toate,Банка для всего,Jarra Para Todo,Her Şey Kavanozu,Банка всього,Everything Jar,百宝罐,1
460,Lost Soul,Lost Soul,Item,잃어버린 영혼,Lost Soul,Ztracená Duše,Verlorene Seele,Lost Soul,Lost Soul,Âme Égarée,Anima Smarrita,ロスト ソウル,Lost Soul,Zagubiona dusza,Lost Soul,Lost Soul,Suflet Pierdut,Потерянная душа,Alma Perdida,Kayıp Ruh,Загублена душа,Lost Soul,迷失游魂,1
461,Hungry Soul,Hungry Soul,Item,굶주린 영혼,Hungry Soul,Hladová Duše,Hungrige Seele,Hungry Soul,Hungry Soul,Âme Affamée,Anima Affamata,ハングリー ソウル,Hungry Soul,Głodna dusza,Hungry Soul,Hungry Soul,Suflet Înfometat,Голодная душа,Alma Hambrienta,Aç Ruh,Голодна душа,Hungry Soul,饥饿幽魂,1
462,Blood Puppy,Blood Puppy,Item,핏덩이 강아지,Blood Puppy,Krvavé Štěně,Blutwelpe,Blood Puppy,Blood Puppy,Chiot de Sang,Cucciolo Sanguinario,ブラッドパピー,Blood Puppy,Krwawy zwierzak,Blood Puppy,Blood Puppy,Cățeluș Însângerat,Кровавый щенок,Cachorro sangriento,Kan Köpeği,Кривавий цуцик,Blood Puppy,嗜血小宠,1
463,C Section,C Section,Item,제왕절개,C Section,Císařský Řez,Kaiserschnitt,C Section,C Section,Césarienne,Taglio Cesareo,帝王切開,C Section,Sekcja C,C Section,C Section,Cezariană,Кесарево,Cesárea,Sezaryen,Кесарів розтин,C Section,剖腹产,1
464,Keeper's Sack,Keeper's Sack,Item,키퍼의 자루,Keeper's Sack,Keeperův Pytel,Sack Des Keepers,Keeper's Sack,Keeper's Sack,Bourse du Gardien,Sacca del Mercante,キーパーズ サック,Keeper's Sack,Sakiewka Keepera,Keeper's Sack,Keeper's Sack,Sacul lui Keeper,Мешок Хранителя,Bolsa de Keeper,Keeper'ın Kesesi,Мішок Хранителя,Keeper's Sack,店主的胯袋,1
